x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.47594088315963745,0.891173243522644,1.1365067393853678e-06,0.39096778631210327,0.8081765174865723,-0.06243963539600372,0.36896610260009766,0.6881377100944519,-0.07987593114376068,0.4397299587726593,0.5780165195465088,-0.09605122357606888,0.4992406368255615,0.5031728744506836,-0.10689719766378403,0.3186954855918884,0.558245062828064,-0.016531359404325485,0.26870113611221313,0.41681215167045593,-0.04928480461239815,0.24216380715370178,0.3260854482650757,-0.07062679529190063,0.21721786260604858,0.24836835265159607,-0.0816146656870842,0.41032645106315613,0.5478801131248474,-0.01478641852736473,0.40796175599098206,0.38918060064315796,-0.051342736929655075,0.4104202687740326,0.28126055002212524,-0.07599195092916489,0.41136735677719116,0.1981448233127594,-0.08300148695707321,0.49395203590393066,0.5805908441543579,-0.02329593524336815,0.5081630349159241,0.5242403149604797,-0.0970572903752327,0.4978080689907074,0.6112484335899353,-0.11284138262271881,0.49054449796676636,0.6760103702545166,-0.09543240815401077,0.5634804964065552,0.635077178478241,-0.035727228969335556,0.5736679434776306,0.5768710970878601,-0.09348077327013016,0.5455008149147034,0.6432750821113586,-0.08987390995025635,0.5226091146469116,0.7030116319656372,-0.06905867159366608,a
0.4922630786895752,0.8782675862312317,1.2462796803447418e-06,0.40840858221054077,0.7891182899475098,-0.06186734884977341,0.3918347954750061,0.6637252569198608,-0.07687976211309433,0.469036728143692,0.5550620555877686,-0.09044857323169708,0.5338912010192871,0.48429587483406067,-0.09924835711717606,0.340301513671875,0.5430135726928711,-0.0144620630890131,0.29471355676651,0.3999466598033905,-0.04610616713762283,0.26917505264282227,0.30708014965057373,-0.06711360067129135,0.24494333565235138,0.22682654857635498,-0.07825265824794769,0.43115848302841187,0.5335177779197693,-0.012587638571858406,0.43276533484458923,0.37285637855529785,-0.047291189432144165,0.4380919933319092,0.26412907242774963,-0.07144737243652344,0.4440494477748871,0.17891129851341248,-0.07819585502147675,0.5136942863464355,0.5675477385520935,-0.021023433655500412,0.5316590070724487,0.5119067430496216,-0.09312477707862854,0.5167486667633057,0.5990689992904663,-0.10938090085983276,0.5079314708709717,0.6616008877754211,-0.09243305772542953,0.581238865852356,0.6229708790779114,-0.03349405899643898,0.5951463580131531,0.5652651786804199,-0.09081494063138962,0.565531313419342,0.6327806711196899,-0.08775588124990463,0.5424962043762207,0.6908870935440063,-0.06737793982028961,a
0.48818039894104004,0.8827333450317383,1.207364107358444e-06,0.39868849515914917,0.7966699600219727,-0.0620243065059185,0.3785775601863861,0.6725190877914429,-0.08001169562339783,0.45633503794670105,0.5649598240852356,-0.09716571122407913,0.5204941034317017,0.49570488929748535,-0.10943448543548584,0.33576419949531555,0.5407235622406006,-0.01767147146165371,0.2859855890274048,0.39762407541275024,-0.052267324179410934,0.2580777108669281,0.30434200167655945,-0.07512276619672775,0.23324652016162872,0.22474482655525208,-0.08716559410095215,0.4291432201862335,0.5325882434844971,-0.017922889441251755,0.4284413158893585,0.3693176507949829,-0.05607886612415314,0.43275752663612366,0.2585632801055908,-0.08233888447284698,0.43584537506103516,0.1732199490070343,-0.09001362323760986,0.5147719383239746,0.568602979183197,-0.028299912810325623,0.5263965725898743,0.5128988027572632,-0.10375583171844482,0.5144031047821045,0.5998611450195312,-0.12030942738056183,0.5063046813011169,0.6648067235946655,-0.10278094559907913,0.5854758024215698,0.6273703575134277,-0.04254411160945892,0.5954733490943909,0.5652226805686951,-0.10174987465143204,0.5643430948257446,0.6335453987121582,-0.09731042385101318,0.5395527482032776,0.6959860324859619,-0.0752972662448883,a
0.488853394985199,0.8884881734848022,1.162781131824886e-06,0.3997066617012024,0.8030045032501221,-0.062460027635097504,0.3791903853416443,0.6801879405975342,-0.08233959972858429,0.45700040459632874,0.5715669989585876,-0.10173933207988739,0.5200382471084595,0.49998337030410767,-0.11625749617815018,0.33588242530822754,0.5443914532661438,-0.020100941881537437,0.28789106011390686,0.40035584568977356,-0.05753687396645546,0.26120856404304504,0.3070203959941864,-0.08260529488325119,0.23642228543758392,0.22692182660102844,-0.09567879885435104,0.4299124777317047,0.5372331738471985,-0.021125605329871178,0.43149909377098083,0.37253689765930176,-0.06222737953066826,0.43567201495170593,0.25969061255455017,-0.09030908346176147,0.43653494119644165,0.17199352383613586,-0.09904038161039352,0.5157741904258728,0.5734904408454895,-0.03218894079327583,0.5277056694030762,0.5168519020080566,-0.10923618078231812,0.5168042182922363,0.6027241945266724,-0.1252659261226654,0.5079874396324158,0.6675580739974976,-0.10709603875875473,0.5866364240646362,0.6325987577438354,-0.04713168740272522,0.5959118604660034,0.5659883618354797,-0.10490985959768295,0.56654953956604,0.6327806711196899,-0.09793214499950409,0.5428004860877991,0.695418655872345,-0.07424414902925491,a
0.49318966269493103,0.8868419528007507,1.1910532293768483e-06,0.40003523230552673,0.8065426349639893,-0.06587045639753342,0.3793375492095947,0.6830266714096069,-0.0868636816740036,0.45817095041275024,0.5739573836326599,-0.10611287504434586,0.5218466520309448,0.5015246272087097,-0.12040623277425766,0.3373373746871948,0.5466781854629517,-0.026685528457164764,0.28879785537719727,0.401630163192749,-0.06399571895599365,0.2620176076889038,0.3071745038032532,-0.08867190778255463,0.23702073097229004,0.22631773352622986,-0.10179419070482254,0.4321499168872833,0.5394089221954346,-0.025827663019299507,0.43225258588790894,0.3744959831237793,-0.06654004007577896,0.43607693910598755,0.2621202766895294,-0.09358346462249756,0.43698692321777344,0.1745409369468689,-0.10190682858228683,0.5175397396087646,0.5755959153175354,-0.034992869943380356,0.5281934142112732,0.5187520384788513,-0.11219730973243713,0.5154961347579956,0.6059918999671936,-0.12800931930541992,0.5050405263900757,0.6705808639526367,-0.11002226918935776,0.5880696177482605,0.6341673731803894,-0.04824698343873024,0.5986007452011108,0.5678440928459167,-0.10823450237512589,0.5664939284324646,0.6366608142852783,-0.10295888781547546,0.5378702878952026,0.700252890586853,-0.08045097440481186,a
0.49106448888778687,0.8857992887496948,1.2267832971701864e-06,0.40374279022216797,0.8031976222991943,-0.06393437087535858,0.3860248923301697,0.6781784296035767,-0.08302629739046097,0.4639812111854553,0.5683069229125977,-0.1007804349064827,0.5271905660629272,0.49583181738853455,-0.11371737718582153,0.3374682664871216,0.5437755584716797,-0.023022733628749847,0.28915220499038696,0.39890211820602417,-0.05916053056716919,0.26305902004241943,0.3043118119239807,-0.08250853419303894,0.23884154856204987,0.22358450293540955,-0.09486021846532822,0.43168148398399353,0.5347897410392761,-0.0228524561971426,0.43180444836616516,0.3706243634223938,-0.0623786598443985,0.4362252652645111,0.2589694559574127,-0.0884234756231308,0.43848395347595215,0.17189663648605347,-0.09598684310913086,0.5173365473747253,0.5708833336830139,-0.03271682932972908,0.532215416431427,0.5148303508758545,-0.10847733169794083,0.5189874768257141,0.6031859517097473,-0.12316562235355377,0.509588897228241,0.6678715348243713,-0.10454259067773819,0.5869303941726685,0.6301705837249756,-0.04671008884906769,0.5985509753227234,0.5690995454788208,-0.10648169368505478,0.5678631663322449,0.6390264630317688,-0.10141731053590775,0.5424304604530334,0.7016265988349915,-0.07890179753303528,a
0.4931279122829437,0.8888985514640808,1.163408001048083e-06,0.4068010151386261,0.8031114339828491,-0.060822196304798126,0.3874000608921051,0.67710942029953,-0.07905872166156769,0.46442481875419617,0.5686748623847961,-0.09698722511529922,0.5310777425765991,0.49840638041496277,-0.11019079387187958,0.34036266803741455,0.5429525375366211,-0.020425740629434586,0.2895280718803406,0.39797404408454895,-0.05608600005507469,0.26169833540916443,0.3041122257709503,-0.07884569466114044,0.23559927940368652,0.22408398985862732,-0.09042685478925705,0.43366292119026184,0.534643292427063,-0.021867448464035988,0.4338076114654541,0.37042468786239624,-0.060673777014017105,0.436876505613327,0.25798332691192627,-0.08603524416685104,0.43802574276924133,0.17108023166656494,-0.09305869787931442,0.5186078548431396,0.57068932056427,-0.03324948996305466,0.5323389172554016,0.5166252851486206,-0.10789620876312256,0.5182404518127441,0.6037960052490234,-0.12280134111642838,0.5087361335754395,0.6673479676246643,-0.10436703264713287,0.5881329774856567,0.6302346587181091,-0.04857908561825752,0.5993318557739258,0.5672499537467957,-0.10467775166034698,0.5678186416625977,0.6357157230377197,-0.09796513617038727,0.5429455041885376,0.6975435614585876,-0.07502195984125137,a
0.49332767724990845,0.8869460821151733,1.134553372139635e-06,0.4052574336528778,0.806609034538269,-0.06281221657991409,0.38286587595939636,0.6851433515548706,-0.08440357446670532,0.4579674005508423,0.5767161250114441,-0.10516101866960526,0.5191640853881836,0.5042187571525574,-0.12083261460065842,0.33887165784835815,0.5463184118270874,-0.02668004482984543,0.29018211364746094,0.40200352668762207,-0.0671377182006836,0.2630118131637573,0.30791521072387695,-0.0936509519815445,0.2378343790769577,0.2277837097644806,-0.1077469065785408,0.4321694076061249,0.538520872592926,-0.028348444029688835,0.43296122550964355,0.3730873465538025,-0.07175659388303757,0.43830016255378723,0.2614800035953522,-0.09972428530454636,0.4403025209903717,0.1732707917690277,-0.10856103152036667,0.5175486207008362,0.5743697881698608,-0.03968187794089317,0.5307660102844238,0.5159182548522949,-0.11728259176015854,0.5189210176467896,0.6026443243026733,-0.1307356208562851,0.5093684792518616,0.6673115491867065,-0.11135166883468628,0.588283121585846,0.6339765787124634,-0.05507327988743782,0.5986276268959045,0.5697330236434937,-0.11392603069543839,0.5682886838912964,0.6368217468261719,-0.10652119666337967,0.5430862307548523,0.6990199685096741,-0.08258280158042908,a
0.4948955178260803,0.8877432346343994,1.2014440926577663e-06,0.40614059567451477,0.8084867000579834,-0.0653822049498558,0.3852747082710266,0.6836388111114502,-0.08528777956962585,0.46246880292892456,0.5727828741073608,-0.10326840728521347,0.5289247035980225,0.5020325183868408,-0.11638549715280533,0.3392880856990814,0.5466362833976746,-0.027420705184340477,0.2904365062713623,0.40165403485298157,-0.06379246711730957,0.2629978060722351,0.3071250915527344,-0.08695283532142639,0.2372189462184906,0.22663673758506775,-0.09900574386119843,0.43389302492141724,0.537028431892395,-0.02610299363732338,0.43529313802719116,0.37248337268829346,-0.06554143875837326,0.4403114318847656,0.2608770430088043,-0.09051603078842163,0.4429110586643219,0.17483878135681152,-0.09730099886655807,0.5189268589019775,0.5719889998435974,-0.03466179966926575,0.5364128351211548,0.5170820355415344,-0.11068648844957352,0.5236642360687256,0.6059942245483398,-0.125540092587471,0.5134117603302002,0.6720823049545288,-0.10689322650432587,0.588326096534729,0.6305498480796814,-0.047332603484392166,0.6022617816925049,0.569499135017395,-0.10736198723316193,0.5722326040267944,0.6395233273506165,-0.10249952971935272,0.5452634692192078,0.7035270929336548,-0.08007758855819702,a
0.4940314292907715,0.8888813257217407,1.2202838206576416e-06,0.4048132598400116,0.8051711916923523,-0.06198201701045036,0.3866668939590454,0.6785069108009338,-0.07899300754070282,0.4625927805900574,0.5682631134986877,-0.09500471502542496,0.5228588581085205,0.49600866436958313,-0.10617738217115402,0.3390686511993408,0.5456275343894958,-0.019010620191693306,0.2903745174407959,0.4006548225879669,-0.05375678837299347,0.2630912959575653,0.30546194314956665,-0.07663705199956894,0.23839063942432404,0.2238258719444275,-0.08893971890211105,0.4340045750141144,0.5374000072479248,-0.01914834976196289,0.43606138229370117,0.37406688928604126,-0.05891089886426926,0.440623015165329,0.2610050439834595,-0.08609891682863235,0.44410255551338196,0.17184463143348694,-0.09425576776266098,0.5198798179626465,0.5733170509338379,-0.029014410451054573,0.5352786779403687,0.513445258140564,-0.10659772902727127,0.5213498473167419,0.604598879814148,-0.12141779065132141,0.5123052597045898,0.6726354360580444,-0.10207512229681015,0.589972734451294,0.6322693228721619,-0.0426991768181324,0.6013289093971252,0.5692240595817566,-0.10518112778663635,0.5709537267684937,0.6404789686203003,-0.10063087195158005,0.5474030375480652,0.7049384713172913,-0.07754169404506683,a
